verb	target	field	value
say	session-runner	msg-34	"Session closed. Nice work today.\nReadiness 1-5? (skip if you like)"
say	screen	msg-35	"Has your doctor ever said that you have a heart condition OR high blood pressure?"
say	screen	msg-36	"Do you feel pain in your chest at rest, during your daily activities of living, OR when you do physical activity?"
say	screen	msg-37	"Do you lose balance because of dizziness OR have you lost consciousness in the last 12 months? Please answer NO if your dizziness was associated with over-breathing (including during vigorous exercise)."
say	screen	msg-38	"Have you ever been diagnosed with another chronic medical condition (other than heart disease or high blood pressure)?"
say	screen	msg-39	"Are you currently taking prescribed medications for a chronic medical condition?"
say	screen	msg-40	"Do you currently have (or have had within the past 12 months) a bone, joint, or soft tissue (muscle, ligament, or tendon) problem that could be made worse by becoming more physically active? Please answer NO if you had a problem in the past, but it does not limit your current ability to be physically active."
say	screen	msg-41	"Has your doctor ever said that you should only do medically supervised physical activity?"
say	screen	msg-42	"All clear on PAR-Q+. Cleared for physical activity. Progression stays manual: rule S5 also needs 14 days of training logged with no symptom reported, and you have logged 13 since your last one."
say	session-runner	msg-43	"Squat (Barbell) set 1, 185 lb x 5. Set 2 at 185 lb.\nReadiness 1-5? (skip if you like)"
say	session-runner	msg-44	"Session closed. Nice work today."
say	screen	msg-45	"Has your doctor ever said that you have a heart condition OR high blood pressure?"
say	screen	msg-46	"Do you feel pain in your chest at rest, during your daily activities of living, OR when you do physical activity?"
say	screen	msg-47	"Do you lose balance because of dizziness OR have you lost consciousness in the last 12 months? Please answer NO if your dizziness was associated with over-breathing (including during vigorous exercise)."
say	screen	msg-48	"Have you ever been diagnosed with another chronic medical condition (other than heart disease or high blood pressure)?"
say	screen	msg-49	"Are you currently taking prescribed medications for a chronic medical condition?"
say	screen	msg-50	"Do you currently have (or have had within the past 12 months) a bone, joint, or soft tissue (muscle, ligament, or tendon) problem that could be made worse by becoming more physically active? Please answer NO if you had a problem in the past, but it does not limit your current ability to be physically active."
say	screen	msg-51	"Has your doctor ever said that you should only do medically supervised physical activity?"
say	screen	msg-52	"All clear on PAR-Q+. Cleared for physical activity. Progression goes back to automatic: a fresh screen plus 14 logged days with no symptom reported (rule S5)."
