verb	target	field	value
row-create	Sets	Set index	1
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-05T18:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	185
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-05T18:00:00+00:00|UTC|Barbell Bench Press - Medium Grip|1|0
row-create	Sets	source_message_id	msg-9
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Barbell Bench Press - Medium Grip set 2, 185 lb x 5
row-create	Sets	Session	sessions-3
row-create	Sets	Exercise	Barbell Bench Press - Medium Grip
row-create	Sets	Set index	2
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-05T18:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	185
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-05T18:00:00+00:00|UTC|Barbell Bench Press - Medium Grip|2|0
row-create	Sets	source_message_id	msg-9
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Barbell Bench Press - Medium Grip set 3, 185 lb x 5
row-create	Sets	Session	sessions-3
row-create	Sets	Exercise	Barbell Bench Press - Medium Grip
row-create	Sets	Set index	3
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-05T18:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	185
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-05T18:00:00+00:00|UTC|Barbell Bench Press - Medium Grip|3|0
row-create	Sets	source_message_id	msg-9
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Barbell Bench Press - Medium Grip set 1-3, 185 lb x 5. Set 4 at 185 lb.
row-create	Sessions	Status	closed
row-create	Sessions	End time	2026-09-05T18:00:00+00:00
row-create	Sessions	Date	2026-09-07
row-create	Sessions	Timezone	UTC
row-create	Sessions	Status	open
row-create	Sessions	Start time	2026-09-07T18:00:00+00:00
row-create	Sessions	week_index	37
row-create	Sets	Set	Barbell Deadlift set 1, 315 lb x 5
row-create	Sets	Session	sessions-4
row-create	Sets	Exercise	Barbell Deadlift
row-create	Sets	Set index	1
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-07T18:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	315
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-07T18:00:00+00:00|UTC|Barbell Deadlift|1|0
row-create	Sets	source_message_id	msg-12
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Barbell Deadlift set 2, 315 lb x 5
row-create	Sets	Session	sessions-4
row-create	Sets	Exercise	Barbell Deadlift
row-create	Sets	Set index	2
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-07T18:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	315
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-07T18:00:00+00:00|UTC|Barbell Deadlift|2|0
row-create	Sets	source_message_id	msg-12
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Barbell Deadlift set 3, 315 lb x 5
row-create	Sets	Session	sessions-4
row-create	Sets	Exercise	Barbell Deadlift
row-create	Sets	Set index	3
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-07T18:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	315
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-07T18:00:00+00:00|UTC|Barbell Deadlift|3|0
row-create	Sets	source_message_id	msg-12
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Barbell Deadlift set 1-3, 315 lb x 5. Set 4 at 315 lb.
row-create	Sessions	Status	closed
row-create	Sessions	End time	2026-09-07T18:00:00+00:00
row-create	Sessions	Date	2026-09-09
row-create	Sessions	Timezone	UTC
row-create	Sessions	Status	open
row-create	Sessions	Start time	2026-09-09T18:00:00+00:00
row-create	Sessions	week_index	37
say	program-design	msg-1	"Picked GZCLP: GZCLP is the standing default for a 3-4 day barbell strength goal past the absolute-novice stage: double progression with a proven T1/T2/T3 shape. T1 Barbell Squat starts at 140 lb (from 185x5, e1RM 187 lb after form allowance)."
say	session-runner	msg-2	"Day A1 (squat T1, bench T2) - 3 exercises. T1 Barbell Squat 5x3, AMRAP last set; T2 Barbell Bench Press - Medium Grip 3x10; T3 Wide-Grip Lat Pulldown 3x15, AMRAP last set\nReadiness 1-5? (skip if you like)"
say	session-runner	msg-3	"Barbell Squat set 1-3, 225 lb x 5. Set 4 at 225 lb."
say	session-runner	msg-4	"Session closed. Nice work today."
say	session-runner	msg-5	"Day B1 (overhead press T1, deadlift T2) - 3 exercises. T1 Standing Military Press 5x3, AMRAP last set; T2 Barbell Deadlift 3x10; T3 Bent Over Two-Dumbbell Row 3x15, AMRAP last set\nReadiness 1-5? (skip if you like)"
say	session-runner	msg-6	"Standing Military Press set 1-3, 95 lb x 5. Set 4 at 95 lb."
say	session-runner	msg-7	"Session closed. Nice work today."
say	session-runner	msg-8	"Day A2 (bench T1, squat T2) - 3 exercises. T1 Barbell Bench Press - Medium Grip 5x3, AMRAP last set; T2 Barbell Squat 3x10; T3 Wide-Grip Lat Pulldown 3x15, AMRAP last set\nReadiness 1-5? (skip if you like)"
say	session-runner	msg-9	"Barbell Bench Press - Medium Grip set 1-3, 185 lb x 5. Set 4 at 185 lb."
say	session-runner	msg-10	"Session closed. Nice work today."
say	session-runner	msg-11	"Day B2 (deadlift T1, overhead press T2) - 3 exercises. T1 Barbell Deadlift 5x3, AMRAP last set; T2 Standing Military Press 3x10; T3 Bent Over Two-Dumbbell Row 3x15, AMRAP last set\nReadiness 1-5? (skip if you like)"
say	session-runner	msg-12	"Barbell Deadlift set 1-3, 315 lb x 5. Set 4 at 315 lb."
say	session-runner	msg-13	"Session closed. Nice work today."
say	session-runner	msg-14	"Day Rest - rest. Say 'done' when you're ready to move on.\nReadiness 1-5? (skip if you like)"
say	session-runner	msg-15	"Rest day logged. Next: A1 (squat T1, bench T2)."
