verb	target	field	value
row-create	Sets	confirm_line	
row-create	Sets	Set	Bench Press set 16, 135 lb x 5
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Bench Press
row-create	Sets	Set index	16
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	135
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Bench Press|16|0
row-create	Sets	source_message_id	msg-10
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Bench Press set 14-16, 135 lb x 5. Set 17 at 135 lb.
row-create	Sets	Set	Bench Press set 17, 135 lb x 5
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Bench Press
row-create	Sets	Set index	17
row-create	Sets	Set type	working
row-create	Sets	RPE	8
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	135
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Bench Press|17|0
row-create	Sets	source_message_id	msg-11
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Bench Press set 17, 135 lb x 5 @8. Set 18 at 135 lb.
row-create	Sets	Set	Bench Press set 18, 25 lb x 8
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Bench Press
row-create	Sets	Set index	18
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	25
row-create	Sets	Unit	lb
row-create	Sets	load_kind	added
row-create	Sets	Reps	8
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Bench Press|18|0
row-create	Sets	source_message_id	msg-12
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Bench Press set 18, 25 lb x 8. Set 19 at 25 lb.
row-create	Sets	Set	Bench Press set 19, 12
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Bench Press
row-create	Sets	Set index	19
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	12
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Bench Press|19|0
row-create	Sets	source_message_id	msg-13
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Bench Press set 19, 12. Set 20.
row-create	Sets	Set	Bench Press set 20, 12
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Bench Press
row-create	Sets	Set index	20
row-create	Sets	Set type	working
row-create	Sets	is_amrap	True
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	12
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Bench Press|20|0
row-create	Sets	source_message_id	msg-14
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Bench Press set 20, 12. Set 21.
row-create	Sets	Set	Standing Military Press set 1, 95 lb x 8
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	1
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	95
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	8
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|1|0
row-create	Sets	source_message_id	msg-15
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 2, 95 lb x 8
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	2
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	95
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	8
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|2|0
row-create	Sets	source_message_id	msg-15
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 3, 95 lb x 6
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	3
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	95
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	6
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|3|0
row-create	Sets	source_message_id	msg-15
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Standing Military Press set 1-3, 95 lb x 6. Set 4 at 95 lb.
row-create	Sets	Set	Standing Military Press set 4, 60 kg x 8
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	4
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	60
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	8
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|4|0
row-create	Sets	source_message_id	msg-16
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 5, 60 kg x 8
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	5
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	60
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	8
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|5|0
row-create	Sets	source_message_id	msg-16
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 6, 60 kg x 8
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	6
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	60
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	8
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|6|0
row-create	Sets	source_message_id	msg-16
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Standing Military Press set 4-6, 60 kg x 8. Set 7 at 60 kg.
row-create	Sets	Set	Standing Military Press set 7, 20 lb x 8
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	7
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	20
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	8
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|7|0
row-create	Sets	source_message_id	msg-17
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Standing Military Press set 7, read as 20 lb x 8 fix if reversed. Set 8 at 20 lb.
row-create	Sets	Set	Standing Military Press set 8, 40
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	8
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	40
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|8|0
row-create	Sets	source_message_id	msg-18
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 9, 40
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	9
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	40
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|9|0
row-create	Sets	source_message_id	msg-18
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 10, 40
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	10
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	40
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|10|0
row-create	Sets	source_message_id	msg-18
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 11, 40
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	11
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	40
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|11|0
row-create	Sets	source_message_id	msg-18
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 12, 40
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	12
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	40
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|12|0
row-create	Sets	source_message_id	msg-18
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 13, 40
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	13
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	40
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|13|0
row-create	Sets	source_message_id	msg-18
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 14, 40
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	14
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	40
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|14|0
row-create	Sets	source_message_id	msg-18
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	Standing Military Press set 15, 40
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Standing Military Press
row-create	Sets	Set index	15
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	40
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Standing Military Press|15|0
row-create	Sets	source_message_id	msg-18
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Standing Military Press set 8-15, 40. Set 16.
row-create	Sets	stale	True
row-create	Sets	Set	Note: fix set 3 was 4 reps
row-create	Sets	Session	sessions-1
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Notes	fix set 3 was 4 reps
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|msg-24|0|0
row-create	Sets	source_message_id	msg-24
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Noted.
row-create	Sets	Set	Note: left shoulder tweaky
row-create	Sets	Session	sessions-1
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Notes	left shoulder tweaky
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|msg-25|0|0
row-create	Sets	source_message_id	msg-25
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Noted: left shoulder tweaky
row-create	Sessions	Status	closed
row-create	Sessions	End time	2026-09-01T09:00:00+00:00
row-create	Sessions	Status	open
row-create	Sets	Set	Squat (Barbell) set 1, 185 lb x 5
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Squat (Barbell)
row-create	Sets	Set index	1
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	185
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Squat (Barbell)|1|0
row-create	Sets	source_message_id	msg-27
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Squat (Barbell) set 1, 185 lb x 5. Set 2 at 185 lb.
row-create	Sets	Set	L-Sit set 1, 20s
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	L-Sit
row-create	Sets	Set index	1
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	duration_s	20
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|L-Sit|1|0
row-create	Sets	source_message_id	msg-28
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	L-Sit set 1, 20s. Set 2, same target.
row-create	Sets	Set	Farmer's Carry set 1, 60 m x 70 lb
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Farmer's Carry
row-create	Sets	Set index	1
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	70
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	distance	60
row-create	Sets	distance_unit	m
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Farmer's Carry|1|0
row-create	Sets	source_message_id	msg-29
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Farmer's Carry set 1, 60 m x 70 lb. Set 2.
row-create	Sets	Set	Ring Row set 1, 3 x 8
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Ring Row
row-create	Sets	Set index	1
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Reps	8
row-create	Sets	level	3
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Ring Row|1|0
row-create	Sets	source_message_id	msg-30
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Ring Row set 1, 3 x 8. Set 2.
row-create	Sets	Set	KB Swing set 1, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	1
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|1|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	KB Swing set 2, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	2
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|2|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	KB Swing set 3, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	3
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|3|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	KB Swing set 4, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	4
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|4|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	KB Swing set 5, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
