url	reason
https://developer.apple.com/tutorials/data/documentation/healthkit/hkworkoutactivitytype.json	## [ingest] https://developer.apple.com/tutorials/data/documentation/healthkit/hkworkoutactivitytype.json: FetchError: content type 'application/json' is not accepted - 2026-09-01T05:34:32Z
https://www.nsca.com/education/articles/kinetic-select/determination-of-resistance-training-frequency	## [ingest] https://www.nsca.com/education/articles/kinetic-select/determination-of-resistance-training-frequency: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:34:42Z
https://www.nsca.com/education/articles/kinetic-select/application-of-program-design-to-training-seasons	## [ingest] https://www.nsca.com/education/articles/kinetic-select/application-of-program-design-to-training-seasons: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:34:42Z
https://cdn.uksca.org.uk/assets/pdfs/UkscaIqPdfs/ramp-warmups-more-than-simply-shortterm-preparation-636825390373342631.pdf	## [ingest] https://cdn.uksca.org.uk/assets/pdfs/UkscaIqPdfs/ramp-warmups-more-than-simply-shortterm-preparation-636825390373342631.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:34:42Z
https://pmc.ncbi.nlm.nih.gov/articles/PMC12245906	## [ingest] https://pmc.ncbi.nlm.nih.gov/articles/PMC12245906: summarize failed - 2026-09-01T05:35:27Z
https://onlinelibrary.wiley.com/doi/abs/10.1002/ejsp.674	## [ingest] https://onlinelibrary.wiley.com/doi/abs/10.1002/ejsp.674: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:35:50Z
https://www.tandfonline.com/doi/abs/10.1080/10463283.2024.2334563	## [ingest] https://www.tandfonline.com/doi/abs/10.1080/10463283.2024.2334563: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:35:51Z
https://odphp.health.gov/sites/default/files/2019-09/Physical_Activity_Guidelines_2nd_edition.pdf	## [ingest] https://odphp.health.gov/sites/default/files/2019-09/Physical_Activity_Guidelines_2nd_edition.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:35:54Z
https://gwulf.faculty.unlv.edu/wp-content/uploads/2018/11/Wulf_AF_review_2013.pdf	## [ingest] https://gwulf.faculty.unlv.edu/wp-content/uploads/2018/11/Wulf_AF_review_2013.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:35:54Z
https://www.fda.gov/media/90652/download	## [ingest] https://www.fda.gov/media/90652/download: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:35:55Z
https://eparmedx.com/wp-content/uploads/2025/01/PARQPlus2025Fillable.pdf	## [ingest] https://eparmedx.com/wp-content/uploads/2025/01/PARQPlus2025Fillable.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:36:03Z
https://csep.ca/wp-content/uploads/2021/05/GETACTIVEQUESTIONNAIRE_ENG.pdf	## [ingest] https://csep.ca/wp-content/uploads/2021/05/GETACTIVEQUESTIONNAIRE_ENG.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:36:21Z
https://www.functionalmovement.com/files/Articles/572a_FMS_Article_NoBleed_Digital.pdf	## [ingest] https://www.functionalmovement.com/files/Articles/572a_FMS_Article_NoBleed_Digital.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:36:25Z
https://www.nsca.com/globalassets/about/position-statements/nsca_position_statement_long-term_athletic_development.pdf	## [ingest] https://www.nsca.com/globalassets/about/position-statements/nsca_position_statement_long-term_athletic_development.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:37:10Z
https://ostrc.no/globalassets/publications/andersson_2016_bjsm_preventing-overuse-shoulder-injuries-among-throwing-athletes.pdf	## [ingest] https://ostrc.no/globalassets/publications/andersson_2016_bjsm_preventing-overuse-shoulder-injuries-among-throwing-athletes.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:37:15Z
https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=24684525&rettype=abstract&retmode=text	## [ingest] https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=24684525&rettype=abstract&retmode=text: FetchError: HTTP Error 429: Too Many Requests - 2026-09-01T05:37:36Z
https://www.nsca.com/globalassets/about/position-statements/position_stand_youth_resistance_training---2009.pdf	## [ingest] https://www.nsca.com/globalassets/about/position-statements/position_stand_youth_resistance_training---2009.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:37:56Z
https://www.acefitness.org/academy/AcademyElitePDFs/ACE_PT5th_Manual_Ch1.pdf	## [ingest] https://www.acefitness.org/academy/AcademyElitePDFs/ACE_PT5th_Manual_Ch1.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:02Z
https://health.gov/sites/default/files/2019-09/Physical_Activity_Guidelines_2nd_edition.pdf	## [ingest] https://health.gov/sites/default/files/2019-09/Physical_Activity_Guidelines_2nd_edition.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:07Z
https://www.esceo.org/sites/esceo/files/pdf/Bannuru_O%26C_OARSIguidelines_2019.pdf	## [ingest] https://www.esceo.org/sites/esceo/files/pdf/Bannuru_O%26C_OARSIguidelines_2019.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:13Z
https://doi.org/10.1136/bjsports-2020-102329	## [ingest] https://doi.org/10.1136/bjsports-2020-102329: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:38:22Z
https://doi.org/10.1210/clinem/dgz247	## [ingest] https://doi.org/10.1210/clinem/dgz247: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:38:25Z
https://academic.oup.com/jcem/article/102/11/3869/4157558	## [ingest] https://academic.oup.com/jcem/article/102/11/3869/4157558: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:38:26Z
https://doi.org/10.1080/13691058.2016.1191675	## [ingest] https://doi.org/10.1080/13691058.2016.1191675: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:38:27Z
https://www.powerlifting.sport/fileadmin/ipf/data/rules/IPF_Trangender_Policy_21.8.2023_v3.pdf	## [ingest] https://www.powerlifting.sport/fileadmin/ipf/data/rules/IPF_Trangender_Policy_21.8.2023_v3.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:27Z
https://worldathletics.org/download/download?filename=c50f2178-3759-4d1c-8fbc-370f6aef4370.pdf&urlslug=C3.5A+%E2%80%93+Eligibility+Regulations+Transgender+Athletes+%E2%80%93+effective+31+March+2023	## [ingest] https://worldathletics.org/download/download?filename=c50f2178-3759-4d1c-8fbc-370f6aef4370.pdf&urlslug=C3.5A+%E2%80%93+Eligibility+Regulations+Transgender+Athletes+%E2%80%93+effective+31+March+2023: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:30Z
https://resources.fina.org/fina/document/2023/03/27/dbc3381c-91e9-4ea4-a743-84c8b06debef/Policy-on-Eligibility-for-the-Men-s-and-Women-s-Competiition-Categrories-Version-on-2023.03.24.pdf	## [ingest] https://resources.fina.org/fina/document/2023/03/27/dbc3381c-91e9-4ea4-a743-84c8b06debef/Policy-on-Eligibility-for-the-Men-s-and-Women-s-Competiition-Categrories-Version-on-2023.03.24.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:30Z
https://doi.org/10.1530/EJE-17-0496	## [ingest] https://doi.org/10.1530/EJE-17-0496: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:38:39Z
https://doi.org/10.1136/bjsports-2021-105400	## [ingest] https://doi.org/10.1136/bjsports-2021-105400: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:38:41Z
https://doi.org/10.1002/jbmr.3102	## [ingest] https://doi.org/10.1002/jbmr.3102: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:38:43Z
https://doi.org/10.1373/clinchem.2018.288316	## [ingest] https://doi.org/10.1373/clinchem.2018.288316: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:38:43Z
https://doi.org/10.1111/sms.14581	## [ingest] https://doi.org/10.1111/sms.14581: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:38:48Z
https://www.nasm.org/content/dam/nasm/docs/nasmlibraries/pdf/nasm-code-of-professional-conduct.pdf	## [ingest] https://www.nasm.org/content/dam/nasm/docs/nasmlibraries/pdf/nasm-code-of-professional-conduct.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:55Z
https://www.nsca.com/contentassets/d6cef8a265ed494e96290607d577d1fe/nsca-codes-policies-and-procedures.pdf.pdf	## [ingest] https://www.nsca.com/contentassets/d6cef8a265ed494e96290607d577d1fe/nsca-codes-policies-and-procedures.pdf.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:55Z
https://www.nsca.com/globalassets/education/nsca_strength_and_conditioning_professional_standards_and_guidelines.pdf	## [ingest] https://www.nsca.com/globalassets/education/nsca_strength_and_conditioning_professional_standards_and_guidelines.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:56Z
https://acsm.org/wp-content/uploads/2025/05/ACSM-Code-of-Ethics.pdf	## [ingest] https://acsm.org/wp-content/uploads/2025/05/ACSM-Code-of-Ethics.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:58Z
https://cimspa.co.uk/?jet_download=5b612d0f802c7e03f150a5eed82b744cf9ba0996	## [ingest] https://cimspa.co.uk/?jet_download=5b612d0f802c7e03f150a5eed82b744cf9ba0996: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:38:59Z
https://discovery.ucl.ac.uk/id/eprint/1400691/1/Michie_et%20al.%20(in%20press)%20-%20BCT%20Taxonomy%20v1%20development%20paper.pdf	## [ingest] https://discovery.ucl.ac.uk/id/eprint/1400691/1/Michie_et%20al.%20(in%20press)%20-%20BCT%20Taxonomy%20v1%20development%20paper.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T05:39:03Z
https://doi.org/10.1207/S15327965PLI1104_01	## [ingest] https://doi.org/10.1207/S15327965PLI1104_01: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:39:08Z
https://doi.org/10.1521/jscp.2005.24.6.811	## [ingest] https://doi.org/10.1521/jscp.2005.24.6.811: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:39:11Z
https://doi.org/10.1037/0003-066X.54.7.493	## [ingest] https://doi.org/10.1037/0003-066X.54.7.493: FetchError: HTTP Error 403: Forbidden - 2026-09-01T05:39:22Z
https://api.github.com/repos/yuhonas/free-exercise-db	## [ingest] https://api.github.com/repos/yuhonas/free-exercise-db: FetchError: content type 'application/json' is not accepted - 2026-09-01T11:41:04Z
https://wger.de/api/v2	## [ingest] https://wger.de/api/v2: FetchError: content type 'application/json' is not accepted - 2026-09-01T11:41:05Z
https://wger.de/api/v2/exercise-translation	## [ingest] https://wger.de/api/v2/exercise-translation: FetchError: content type 'application/json' is not accepted - 2026-09-01T11:41:08Z
https://wger.de/api/v2/exerciseinfo	## [ingest] https://wger.de/api/v2/exerciseinfo: FetchError: content type 'application/json' is not accepted - 2026-09-01T11:41:09Z
https://wger.de/api/v2/language	## [ingest] https://wger.de/api/v2/language: FetchError: content type 'application/json' is not accepted - 2026-09-01T11:41:10Z
https://www.copyright.gov/title17/92chap1.html#102	ingest failed, see .kb/log.md
https://www.copyright.gov/circs/circ33.pdf	## [ingest] https://www.copyright.gov/circs/circ33.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T11:41:17Z
https://startingstrength.com/get-started	## [ingest] https://startingstrength.com/get-started: FetchError: HTTP Error 403: Forbidden - 2026-09-01T11:41:45Z
https://www.cdc.gov/physical-activity-basics/guidelines/older-adults.html	## [ingest] https://www.cdc.gov/physical-activity-basics/guidelines/older-adults.html: FetchError: HTTP Error 403: Forbidden - 2026-09-01T11:42:30Z
https://www.livestronger.org.nz/assets/Uploads/acc1162-otago-exercise-manual.pdf	## [ingest] https://www.livestronger.org.nz/assets/Uploads/acc1162-otago-exercise-manual.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T11:42:33Z
https://geriatrictoolkit.missouri.edu/consumer/Exercise_and_Physical_ActivityYour_Everyday_Guide_from_The_NIA.pdf	## [ingest] https://geriatrictoolkit.missouri.edu/consumer/Exercise_and_Physical_ActivityYour_Everyday_Guide_from_The_NIA.pdf: FetchError: content type 'application/pdf' is not accepted - 2026-09-01T11:42:36Z
https://www.nsca.com/education/articles/infographics/in-season-strength-training-program	## [ingest] https://www.nsca.com/education/articles/infographics/in-season-strength-training-program: FetchError: HTTP Error 403: Forbidden - 2026-09-01T11:42:47Z
https://code.claude.com/docs/en/settings-reference	## [ingest] https://code.claude.com/docs/en/settings-reference: FetchError: response is larger than 5000000 bytes - 2026-09-03T12:15:29Z
https://help.openai.com/en/articles/20001066-skills-in-chatgpt	## [ingest] https://help.openai.com/en/articles/20001066-skills-in-chatgpt: FetchError: HTTP Error 403: Forbidden - 2026-09-03T12:15:29Z
https://openai.com/academy/skills/	## [ingest] https://openai.com/academy/skills/: FetchError: HTTP Error 403: Forbidden - 2026-09-03T12:15:29Z
