url	title	kind	cited_by	why	access
https://pubmed.ncbi.nlm.nih.gov/19916637/	Michie et al. 2009, Effective techniques in healthy eating and physical activity interventions	cited	https://discovery.ucl.ac.uk/id/eprint/1400691/1/Michie_et%20al.%20(in%20press)%20-%20BCT%20Taxonomy%20v1%20development%20paper.pdf	Self-monitoring plus control-theory techniques meta-regression; BCTTv1 reference 14.	abstract-only
https://pmc.ncbi.nlm.nih.gov/articles/PMC3096582/	Michie, van Stralen & West 2011, The Behaviour Change Wheel	cited	https://discovery.ucl.ac.uk/id/eprint/1400691/1/Michie_et%20al.%20(in%20press)%20-%20BCT%20Taxonomy%20v1%20development%20paper.pdf	COM-B framework for choosing interventions; BCTTv1 reference 48.	open
https://pubmed.ncbi.nlm.nih.gov/20037032/	Wulf, Hoss & Prinz 1998, Instructions for motor learning: internal versus external focus	cited	https://gwulf.faculty.unlv.edu/wp-content/uploads/2018/11/Wulf_AF_review_2013.pdf	The founding external-focus experiments the 2013 review is built around.	abstract-only
https://pubmed.ncbi.nlm.nih.gov/12589447/	McNevin, Shea & Wulf 2003, Increasing the distance of an external focus of attention	cited	https://gwulf.faculty.unlv.edu/wp-content/uploads/2018/11/Wulf_AF_review_2013.pdf	Distance effect for cue placement; most-cited supporting study in the review.	abstract-only
https://digital-strategy.ec.europa.eu/en/faqs/transparency-obligations-under-article-50-ai-act	European Commission FAQ, Transparency obligations under Article 50 AI Act	cited	https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024R1689	Official Commission reading of Article 50; fetchable where eur-lex is not.	open
https://pubmed.ncbi.nlm.nih.gov/10170434/	Prochaska & Velicer 1997, The transtheoretical model of health behavior change	cited	-	Brief-named TTM primary; demoted by the fifteen-primary cap.	abstract-only
https://pubmed.ncbi.nlm.nih.gov/6863699/	Prochaska & DiClemente 1983, Stages and processes of self-change of smoking	cited	-	Original stages-of-change paper; no verified citing primary in this set.	abstract-only
https://pubmed.ncbi.nlm.nih.gov/847061/	Bandura 1977, Self-efficacy: toward a unifying theory of behavioral change	cited	-	Brief-named self-efficacy primary; no primary here cites this 1977 paper.	abstract-only
https://doi.org/10.1037/0003-066X.54.7.493	Gollwitzer 1999, Implementation intentions: strong effects of simple plans	cited	-	If-then planning primary; no verified citing primary in this set.	paywalled
https://pubmed.ncbi.nlm.nih.gov/19204579/	ACSM 2009 position stand, Progression models in resistance training for healthy adults	cited	-	Nearest authoritative source for realistic rate-of-gain expectations.	abstract-only
https://pubmed.ncbi.nlm.nih.gov/26473759/	Riebe et al. 2015, Updating ACSM's exercise preparticipation health screening	cited	-	Decides who needs medical clearance before training; underpins the referral rule.	abstract-only
