url	title	kind	cited_by	why	access
https://www.jimwendler.com/blogs/jimwendler-com/101082310-the-training-max-what-you-need-to-know	The Training Max: What You Need To Know (Jim Wendler)	primary	-	Wendler's own definition of 5/3/1 training max and its progression	open
https://support.stronglifts.com/article/71-progression	Progression Settings: Increments, Deload, Frequency (StrongLifts official)	primary	-	Official StrongLifts increment, failure-count, and deload percentages	open
http://swoleateveryheight.blogspot.com/2016/02/gzcl-applications-adaptations.html	GZCL Applications & Adaptations (Cody Lefever, Swole at Every Height)	primary	-	GZCL author's own tier structure and stage-progression rules	open
https://store.reactivetrainingsystems.com/blogs/advanced-concepts/fatigue-percents-revisited	Fatigue Percents Revisited (Mike Tuchscherer, Reactive Training Systems)	primary	-	RTS author on fatigue percents and RPE-driven load autoregulation	open
https://www.strongerbyscience.com/detraining/	A Guide to Detraining: How to Mitigate Losses and Get Back to Full Strength (Nuckols, SBS)	primary	-	SBS synthesis of detraining evidence into return-to-training load rules	open
https://pubmed.ncbi.nlm.nih.gov/19204579/	ACSM position stand: Progression models in resistance training for healthy adults (2009)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	Prior position stand the 2026 update revises; ref 11	abstract-only
https://pubmed.ncbi.nlm.nih.gov/11828249/	ACSM position stand: Progression models in resistance training for healthy adults (2002)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	First ACSM progression-model stand; historical baseline for the rules	abstract-only
https://pubmed.ncbi.nlm.nih.gov/37414459/	Resistance training prescription for muscle strength and hypertrophy in healthy adults: systematic review and network meta-analysis (Currier 2023)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	Network meta-analysis on prescription variables; ref 17	abstract-only
https://pubmed.ncbi.nlm.nih.gov/28755103/	The Effect of Weekly Set Volume on Strength Gain: A Meta-Analysis (Ralston 2017)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	Weekly set volume dose-response for strength; ref 89	abstract-only
https://pubmed.ncbi.nlm.nih.gov/30076500/	Weekly Training Frequency Effects on Strength Gain: A Meta-Analysis (Ralston 2018)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	Frequency dose-response for strength gain; ref 75	abstract-only
https://pubmed.ncbi.nlm.nih.gov/29470825/	Effect of Resistance Training Frequency on Gains in Muscular Strength (Grgic 2018)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	Frequency meta-analysis for strength when volume equated; ref 76	abstract-only
https://pubmed.ncbi.nlm.nih.gov/41343037/	The Resistance Training Dose Response: Meta-Regressions on Weekly Volume and Frequency (Pelland 2026)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	Newest volume/frequency meta-regression; ref 187	abstract-only
https://pubmed.ncbi.nlm.nih.gov/38970765/	Exploring the Dose-Response Relationship Between Estimated Resistance Training Proximity to Failure, Strength Gain, and Hypertrophy (Robinson 2024)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	How close to failure sets must go; ref 190	abstract-only
https://pubmed.ncbi.nlm.nih.gov/36334240/	Influence of Resistance Training Proximity-to-Failure on Skeletal Muscle Hypertrophy (Refalo 2023)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	RIR thresholds for hypertrophy; underpins the RPE cap rule	abstract-only
https://pubmed.ncbi.nlm.nih.gov/31797219/	The Minimum Effective Training Dose Required to Increase 1RM Strength in Resistance-Trained Men (Androulakis-Korakakis 2020)	cited	https://pubmed.ncbi.nlm.nih.gov/41843416/	Floor volume for maintaining or nudging strength; ref 71	abstract-only
https://pubmed.ncbi.nlm.nih.gov/22873691/	A novel scale to assess resistance-exercise effort (Hackett 2012)	cited	https://pmc.ncbi.nlm.nih.gov/articles/PMC4961270/	Repetitions-in-reserve estimation accuracy; precursor to the RIR scale	abstract-only
https://pubmed.ncbi.nlm.nih.gov/12618576/	A meta-analysis to determine the dose response for strength development (Rhea 2003)	cited	https://pmc.ncbi.nlm.nih.gov/articles/PMC4961270/	Classic intensity/volume/frequency dose-response for trained and untrained	abstract-only
https://pubmed.ncbi.nlm.nih.gov/15142003/	Maximizing strength development in athletes: a meta-analysis to determine the dose-response relationship (Peterson 2004)	cited	https://pmc.ncbi.nlm.nih.gov/articles/PMC4961270/	Dose-response for trained athletes; informs increment and volume defaults	abstract-only
https://pmc.ncbi.nlm.nih.gov/articles/PMC9811819/	Coaches' perceptions, practices and experiences of deloading in strength and physique sports (Bell 2022)	cited	https://pmc.ncbi.nlm.nih.gov/articles/PMC10948666/	Qualitative study that first operationally defined deloading	open
https://pubmed.ncbi.nlm.nih.gov/10966148/	Detraining: loss of training-induced adaptations. Part I: short term insufficient training stimulus (Mujika 2000)	cited	https://www.strongerbyscience.com/detraining/	Under-4-week layoff effects; basis for time-off load adjustments	abstract-only
https://pubmed.ncbi.nlm.nih.gov/10999420/	Detraining: loss of training-induced adaptations. Part II: long term insufficient training stimulus (Mujika 2000)	cited	https://www.strongerbyscience.com/detraining/	Over-4-week layoff effects; basis for the rebuild-over-weeks rule	abstract-only
https://gzcl.substack.com/p/p-zero	GZCL P-Zero (Cody Lefever, Substack)	cited	http://swoleateveryheight.blogspot.com/2016/02/gzcl-applications-adaptations.html	Author's current home for GZCL program specifics and progression stages	open
https://stronglifts.com/stronglifts-5x5/plateaus/	How to Break Plateaus on StrongLifts 5x5 (official)	cited	https://support.stronglifts.com/article/71-progression	Official StrongLifts stall detection and deload procedure detail	open
https://70sbig.com/blog/2011/03/the-greyskull-lp/	The Greyskull LP (70's Big, 2011)	cited	-	Best free contemporaneous writeup; Greyskull LP itself is book-only	open
