url	title	kind	cited_by	why	access
https://pmc.ncbi.nlm.nih.gov/articles/PMC8094419/	Palmer 2021. Cochrane CD012675, mobile phone-based interventions for medication adherence in CVD primary prevention	meta-analysis	-	Gap 1. Boundary evidence for reminder efficacy. SMS-alone systolic BP MD -1.55 mmHg, CI crosses zero.	open
https://pubmed.ncbi.nlm.nih.gov/41033882	Van Roie 2026. Promotion of muscle-strengthening exercise for public health, systematic review	systematic-review	-	Gap 1. Only 9 of 69 studies measured actual muscle-strengthening engagement; 52 of 69 weak quality.	abstract-only
https://pubmed.ncbi.nlm.nih.gov/40447145	Zhu 2025. Efficacy of mobile health with tailored personalized exercise rehabilitation for ADHD children, RCT	primary	-	Gap 1 ADHD arm. Closest ADHD mHealth exercise RCT. Outcomes are symptoms and executive function, not adherence.	abstract-only
https://pmc.ncbi.nlm.nih.gov/articles/PMC5374871/	Schoenfelder 2017. Piloting a mobile health intervention to increase physical activity for adolescents with ADHD	primary	-	Gap 1 ADHD arm. n=11, 4 weeks, single-arm feasibility. The entire ADHD evidence base on this question.	open
https://www.ecfr.gov/current/title-16/chapter-I/subchapter-C/part-312	16 CFR Part 312, Children's Online Privacy Protection Rule, current eCFR text	primary	-	Gap 3. The COPPA Rule itself. Definitions 312.2, applicability 312.3, notice 312.4, consent 312.5, security 312.8, retention 312.10.	open
https://www.ftc.gov/business-guidance/resources/complying-coppa-frequently-asked-questions	FTC. Complying with COPPA: Frequently Asked Questions	primary	-	Gap 3. FAQ A.8 and A.12 are the passages that decide the age-question trigger. Needs a browser user agent.	open
https://www.federalregister.gov/documents/full_text/text/2025/04/22/2025-05904.txt	FTC. Children's Online Privacy Protection Rule, final rule, 90 FR 16918 (22 Apr 2025), full text	primary	-	Gap 3. The 2025 amendments. Source of the effective date 23 Jun 2025 and compliance date 22 Apr 2026.	open
https://gdpr-info.eu/art-8-gdpr/	GDPR Article 8, conditions applicable to child's consent in relation to information society services	secondary	-	Gap 3. Art. 8 text: age 16, member-state floor 13, "reasonable efforts to verify". eur-lex fallback per brief.	open
https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/childrens-information/childrens-code-guidance-and-resources/age-appropriate-design-a-code-of-practice-for-online-services/	ICO. Age appropriate design: a code of practice for online services (the Children's Code)	primary	-	Gap 3. The 15 standards. Under-18 threshold. Needs a browser user agent.	open
https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/childrens-information/childrens-code-guidance-and-resources/age-appropriate-design-a-code-of-practice-for-online-services/services-covered-by-this-code/	ICO Children's Code: services covered by this code	primary	-	Gap 3. Names "more general health, fitness or wellbeing apps or services" as in scope. Direct hit on this tool.	open
https://fpf.org/blog/vermont-and-nebraska-diverging-experiments-in-state-age-appropriate-design-codes/	Future of Privacy Forum. Vermont and Nebraska: diverging experiments in state age appropriate design codes	secondary	-	Gap 3. The only source found on what covers US ages 13-17, where COPPA stops. Analysis, not statute.	open
https://worldathletics.org/news/press-release/eligibility-regulations-for-female-classifica	IAAF introduces new eligibility regulations for female classification	primary	-	Gap 2. DSD regulations v1, published 26 Apr 2018. The pre-window predecessor for the World Athletics interval series.	open
https://worldathletics.org/news/press-releases/council-meeting-march-2023-russia-belarus-female-eligibility	World Athletics Council decides on Russia, Belarus and female eligibility	primary	-	Gap 2. C3.5A transgender regs plus C3.6A DSD tightening. Published 23 Mar 2023, effective 31 Mar 2023.	open
https://worldathletics.org/news/press-releases/sry-gene-test-athletes-female-category	World Athletics introduces SRY gene test for athletes wishing to compete in the female category	primary	-	Gap 2. The 2025 version. Published 30 Jul 2025, effective 1 Sep 2025. Proves the cadence did not stop in 2023.	open
https://worldathletics.org/news/press-releases/world-athletics-launches-new-stakeholder-consultation-on-female-eligibility	World Athletics launches new stakeholder consultation on female eligibility	primary	-	Gap 2. Consultation preceding the 2025 rule. Evidence that changes are telegraphed months ahead.	open
https://www.uci.org/pressrelease/the-uci-updates-and-clarifies-its-regulations-on-transgender-athlete-participation/teHrcYyniPIPsyO3AZ9yi	The UCI updates and clarifies its regulations on transgender athlete participation	primary	-	Gap 2. UCI v1, 30 Jan 2020, effective 1 Mar 2020. Testosterone under 5 nmol/L for 12 months.	open
https://www.uci.org/pressrelease/uci-management-committee-approves-the-federations-agenda-2030-and-awards-the/2YzsHNKvfDZTytpsYw5e6p	UCI Management Committee approves the Federation's Agenda 2030	primary	-	Gap 2. UCI v2, 16 Jun 2022, effective 1 Jul 2022. Threshold halved to 2.5 nmol/L, window doubled to 24 months.	open
https://www.uci.org/pressrelease/the-uci-adapts-its-rules-on-the-participation-of-transgender-athletes-in/6FnXDIzvzxtWFOvbOEnKbC	The UCI adapts its rules on the participation of transgender athletes in international competitions	primary	-	Gap 2. UCI v3, Jul 2023, effective 17 Jul 2023. Full ban. Already cited in note 11 s5.	open
https://www.uci.org/pressrelease/uci-statement-concerning-future-directives-on-transgender-athletes%E2%80%99-eligibility-in-competitive-sports/FNbbA4cfxWUZkMS520G95	UCI statement concerning future directives on transgender athletes' eligibility in competitive sports	primary	-	Gap 2. Undated UCI statement signalling a pending change. The shape of a pre-announcement.	open
https://www.ncaa.org/media-center-ncaa-announces-transgender-student-athlete-participation-policy-change/	NCAA announces transgender student-athlete participation policy change	primary	-	Gap 2. NCAA current version, 6 Feb 2025. Supersedes the Jan 2022 sport-by-sport policy.	open
https://www.ncaa.org/what-we-do/health-safety-and-performance/participation-policy-for-transgender-student-athletes/	NCAA Participation Policy for Transgender Student-Athletes	primary	-	Gap 2. Current policy text. Carries no version history, which is itself the finding.	open
https://olympic.org.nz/news/ioc-announces-new-policy-on-protection-of-the-female-category-in-olympic-sport	IOC announces new policy on protection of the female category in Olympic sport (NZOC republication)	secondary	-	Gap 2. Corroborates the IOC 2026-03-26 policy date. olympics.com and stillmed both returned no response.	open
https://pmc.ncbi.nlm.nih.gov/articles/PMC8739444/	FIMS and EFSMA joint position statement on the IOC framework on fairness, inclusion and non-discrimination	primary	-	Gap 2. Peer-reviewed source for the IOC 2021-11-16 framework date, the olympics.com page being blocked.	open
