url	title	kind	cited_by	why	access
https://pubmed.ncbi.nlm.nih.gov/28806100/	Alonso-Fernandez 2017: Copenhagen Adduction Exercise in the FIFA 11+ provides missing eccentric hip adduction	cited	https://pubmed.ncbi.nlm.nih.gov/29891614/	Shows why the base 11+ needs an added adductor exercise	abstract-only
https://pubmed.ncbi.nlm.nih.gov/27935487/	Thorborg 2017: Copenhagen five-second squeeze test	cited	https://pubmed.ncbi.nlm.nih.gov/29891614/	Field screen for groin problems, usable as an agent-prompted check	abstract-only
https://pubmed.ncbi.nlm.nih.gov/23511698/	Serner 2014: EMG evaluation of hip adduction exercises for soccer players	cited	https://pubmed.ncbi.nlm.nih.gov/29891614/	Ranks adductor exercises by activation, justifies Copenhagen adduction selection	abstract-only
https://pubmed.ncbi.nlm.nih.gov/21825112/	Petersen 2011: Preventive effect of eccentric training on acute hamstring injuries in men's soccer	cited	https://pubmed.ncbi.nlm.nih.gov/30808663/	Largest single Nordic hamstring RCT, source of the 10-week progression	abstract-only
https://pubmed.ncbi.nlm.nih.gov/17355322/	Arnason 2008: Prevention of hamstring strains in elite soccer, an intervention study	cited	https://pubmed.ncbi.nlm.nih.gov/30808663/	Early Nordic hamstring intervention establishing the eccentric prevention effect	abstract-only
https://pubmed.ncbi.nlm.nih.gov/25794868/	van der Horst 2015: Preventive effect of the Nordic hamstring exercise in amateur soccer	cited	https://pubmed.ncbi.nlm.nih.gov/30808663/	Amateur-level RCT, relevant to recreational clients rather than elite squads	abstract-only
https://pmc.ncbi.nlm.nih.gov/articles/PMC4839291/	Silvers-Granelli 2015: Efficacy of the FIFA 11+ in collegiate male soccer players	cited	https://pubmed.ncbi.nlm.nih.gov/30808663/	Open full text 11+ RCT in men, complements the female-cohort original	open
https://pubmed.ncbi.nlm.nih.gov/10569353/	Hewett 1999: Effect of neuromuscular training on incidence of knee injury in female athletes	cited	https://pubmed.ncbi.nlm.nih.gov/18658019/	The Sportsmetrics trial, origin of jump-landing ACL prevention training	abstract-only
https://pubmed.ncbi.nlm.nih.gov/15888716/	Mandelbaum 2005: Effectiveness of a neuromuscular and proprioceptive training program preventing ACL injury	cited	https://pubmed.ncbi.nlm.nih.gov/18658019/	The original PEP field study that Gilchrist later tested by RCT	abstract-only
https://pubmed.ncbi.nlm.nih.gov/12629423/	Myklebust 2003: Prevention of ACL injuries in female team handball players	cited	https://pubmed.ncbi.nlm.nih.gov/18658019/	Handball ACL prevention trial, balance-board neuromuscular progression	abstract-only
https://pubmed.ncbi.nlm.nih.gov/23038786/	Clarsen 2013: New method for registration of overuse injuries	cited	https://ostrc.no/globalassets/publications/andersson_2016_bjsm_preventing-overuse-shoulder-injuries-among-throwing-athletes.pdf	The OSTRC questionnaire, a weekly overuse-symptom instrument an agent could reuse	abstract-only
https://pubmed.ncbi.nlm.nih.gov/24684525/	Clarsen 2015: Prevalence and impact of overuse injuries in five Norwegian sports	cited	https://ostrc.no/globalassets/publications/andersson_2016_bjsm_preventing-overuse-shoulder-injuries-among-throwing-athletes.pdf	Base rates showing overuse dominates injury burden in several sports	abstract-only
https://pubmed.ncbi.nlm.nih.gov/19945978/	Bahr 2009: No injuries, but plenty of pain? Methodology for recording overuse symptoms	cited	https://ostrc.no/globalassets/publications/andersson_2016_bjsm_preventing-overuse-shoulder-injuries-among-throwing-athletes.pdf	Argues time-loss definitions miss overuse, motivating symptom-based tracking	abstract-only
https://pubmed.ncbi.nlm.nih.gov/21131862/	Bickel 2011: Exercise dosing to retain resistance training adaptations in young and older adults	cited	https://pubmed.ncbi.nlm.nih.gov/33629972/	One-third volume retains hypertrophy in young adults, not older	abstract-only
https://pubmed.ncbi.nlm.nih.gov/24100287/	Lauersen 2014: Effectiveness of exercise interventions to prevent sports injuries	cited	https://pubmed.ncbi.nlm.nih.gov/30131332/	Earlier meta-analysis, stretching versus strength versus proprioception comparison	abstract-only
https://pubmed.ncbi.nlm.nih.gov/21244105/	Cormie 2011: Developing maximal neuromuscular power, part 2, training considerations	cited	https://pubmed.ncbi.nlm.nih.gov/26838985/	Power training prescription that strength work feeds into	abstract-only
https://pubmed.ncbi.nlm.nih.gov/21142282/	Cormie 2011: Developing maximal neuromuscular power, part 1, biological basis	cited	https://pubmed.ncbi.nlm.nih.gov/26838985/	Mechanistic basis for why maximal strength underpins power expression	abstract-only
https://pubmed.ncbi.nlm.nih.gov/25059334/	Seitz 2014: Increases in lower-body strength transfer positively to sprint performance	cited	https://pubmed.ncbi.nlm.nih.gov/26838985/	Quantifies squat strength to sprint transfer, the core specificity claim	abstract-only
https://pubmed.ncbi.nlm.nih.gov/26511006/	Hulin 2016: The acute:chronic workload ratio predicts injury	cited	https://pubmed.ncbi.nlm.nih.gov/32502973/	The primary ACWR prediction study that Impellizzeri dismantles	abstract-only
https://pubmed.ncbi.nlm.nih.gov/9662690/	Foster 1998: Monitoring training in athletes with reference to overtraining syndrome	cited	https://pubmed.ncbi.nlm.nih.gov/11708692/	Origin of training monotony and strain as overtraining indicators	abstract-only
https://pubmed.ncbi.nlm.nih.gov/12840640/	Mujika and Padilla 2003: Scientific bases for precompetition tapering strategies	cited	https://pubmed.ncbi.nlm.nih.gov/17762369/	Narrative taper framework preceding the Bosquet quantitative synthesis	abstract-only
https://pubmed.ncbi.nlm.nih.gov/33685861/	Thornton 2021: Consensus statement for preventing and managing low back pain in rowers	cited	https://worldrowing.com/2021/05/11/guide-for-managing-low-back-pain-in-rowers/	The peer-reviewed consensus the World Rowing guide is built on	abstract-only
https://pubmed.ncbi.nlm.nih.gov/19620931/	Faigenbaum 2009: Youth resistance training, updated NSCA position statement	cited	https://www.nsca.com/globalassets/about/position-statements/nsca_position_statement_long-term_athletic_development.pdf	NSCA youth resistance training position statement underlying the LTAD statement	abstract-only
https://pubmed.ncbi.nlm.nih.gov/24055781/	Lloyd 2014: Position statement on youth resistance training, the 2014 International Consensus	cited	https://www.nsca.com/globalassets/about/position-statements/nsca_position_statement_long-term_athletic_development.pdf	International youth resistance training consensus, safety and age-entry guidance	abstract-only
